id,generador,pid,nombreProducto,precio,stock
568,5,7271,Motherboard AM5,1734.59,352
587,2,7268,Silla Gamer,17623.87,53
597,3,7269,GPU RTX 4060,13809.09,477
607,4,7270,Teclado Mecanico,12314.79,61
635,0,7266,SSD NVMe 1TB,17343.77,234
617,6,7272,Monitor 24",11492.54,386
578,1,7267,Auriculares BT,4018.05,269
627,7,7273,Notebook 15",6260.07,311
569,5,7271,Teclado Mecanico,26961.00,77
588,2,7268,Teclado Mecanico,26099.37,390
598,3,7269,Mouse Gamer,5761.23,354
608,4,7270,SSD NVMe 1TB,20233.84,255
636,0,7266,Monitor 24",14744.82,155
618,6,7272,Silla Gamer,20877.77,135
579,1,7267,Pad Mouse XL,9906.32,74
628,7,7273,Monitor 24",20582.22,181
570,5,7271,Motherboard AM5,26447.89,413
589,2,7268,Notebook 15",4357.66,2
599,3,7269,Pad Mouse XL,1936.72,469
609,4,7270,Memoria 16GB,5778.11,94
637,0,7266,Monitor 24",10816.06,120
619,6,7272,Router WiFi 6,17401.01,461
580,1,7267,Silla Gamer,26508.72,431
629,7,7273,Notebook 15",14506.88,232
641,5,7271,Mouse Gamer,16505.81,39
590,2,7268,Mouse Gamer,6101.88,166
600,3,7269,Monitor 24",8791.35,423
610,4,7270,Notebook 15",23965.41,247
638,0,7266,Teclado Mecanico,26332.08,471
620,6,7272,GPU RTX 4060,1115.30,53
651,1,7267,Auriculares BT,5634.69,151
630,7,7273,Notebook 15",14721.82,303
642,5,7271,Auriculares BT,16443.04,409
661,2,7268,SSD NVMe 1TB,4873.64,482
671,3,7269,Auriculares BT,13967.52,262
681,4,7270,Mouse Gamer,11657.83,262
639,0,7266,Microfono USB,8030.83,424
691,6,7272,Silla Gamer,30456.78,227
652,1,7267,Fuente 650W 80+,29909.32,261
701,7,7273,Notebook 15",28513.20,100
643,5,7271,GPU RTX 4060,14234.89,106
662,2,7268,Mouse Gamer,1048.84,201
672,3,7269,Motherboard AM5,23230.03,97
682,4,7270,Router WiFi 6,27081.74,55
640,0,7266,Memoria 16GB,16492.51,482
692,6,7272,SSD NVMe 1TB,16342.96,420
653,1,7267,Monitor 24",12374.22,357
702,7,7273,Auriculares BT,15387.73,479
644,5,7271,Silla Gamer,6981.12,495
663,2,7268,Auriculares BT,1564.30,452
673,3,7269,Memoria 16GB,24956.61,127
683,4,7270,Mouse Gamer,4651.79,469
711,0,7266,Webcam 1080p,12491.18,401
693,6,7272,Router WiFi 6,30118.53,269
654,1,7267,Webcam 1080p,1536.86,208
703,7,7273,Notebook 15",20417.70,59
645,5,7271,Teclado Mecanico,24455.41,105
664,2,7268,Pad Mouse XL,13213.33,276
674,3,7269,Router WiFi 6,22927.04,333
684,4,7270,Teclado Mecanico,17951.87,484
712,0,7266,GPU RTX 4060,26071.26,402
694,6,7272,Auriculares BT,9709.69,351
655,1,7267,Router WiFi 6,1659.11,401
704,7,7273,Fuente 650W 80+,10942.68,411
646,5,7271,Silla Gamer,21716.71,201
665,2,7268,GPU RTX 4060,4817.66,450
675,3,7269,Teclado Mecanico,18163.78,386
685,4,7270,Motherboard AM5,12960.76,276
713,0,7266,Teclado Mecanico,22865.29,229
695,6,7272,Monitor 24",21412.89,297
656,1,7267,Monitor 24",22859.30,381
705,7,7273,Teclado Mecanico,11229.71,298
647,5,7271,Pad Mouse XL,14961.36,403
666,2,7268,Pad Mouse XL,11439.31,117
676,3,7269,Silla Gamer,3177.97,141
686,4,7270,Motherboard AM5,20359.77,364
714,0,7266,Mouse Gamer,5669.23,191
696,6,7272,Monitor 24",14180.88,335
657,1,7267,Microfono USB,2977.86,449
706,7,7273,Teclado Mecanico,5597.96,384
648,5,7271,Auriculares BT,21687.34,250
667,2,7268,Auriculares BT,16345.60,488
677,3,7269,Fuente 650W 80+,3183.29,146
687,4,7270,Silla Gamer,3667.44,136
715,0,7266,Fuente 650W 80+,27757.48,349
697,6,7272,Notebook 15",11864.72,477
658,1,7267,Router WiFi 6,13185.89,18
707,7,7273,Webcam 1080p,4978.34,456
649,5,7271,Teclado Mecanico,13227.16,220
668,2,7268,Memoria 16GB,8725.42,161
678,3,7269,Fuente 650W 80+,13806.06,496
688,4,7270,Teclado Mecanico,17687.52,251
716,0,7266,Silla Gamer,27184.46,391
698,6,7272,Fuente 650W 80+,3966.00,334
659,1,7267,Silla Gamer,27689.28,181
708,7,7273,Memoria 16GB,10018.72,330
650,5,7271,Motherboard AM5,8253.81,312
669,2,7268,Notebook 15",26733.17,293
679,3,7269,Monitor 24",27143.30,44
689,4,7270,Router WiFi 6,1337.76,100
717,0,7266,Mouse Gamer,27174.00,433
699,6,7272,Router WiFi 6,28222.06,255
660,1,7267,Router WiFi 6,26545.48,89
709,7,7273,Teclado Mecanico,2555.39,200
721,5,7271,Router WiFi 6,12628.57,45
670,2,7268,Notebook 15",18665.56,464
680,3,7269,Router WiFi 6,26459.79,465
690,4,7270,Memoria 16GB,10259.25,145
718,0,7266,Silla Gamer,29098.29,396
700,6,7272,Auriculares BT,7178.31,416
731,1,7267,Auriculares BT,22755.85,27
710,7,7273,SSD NVMe 1TB,27691.42,240
722,5,7271,SSD NVMe 1TB,26545.90,221
741,2,7268,Webcam 1080p,23392.23,6
751,3,7269,Mouse Gamer,3439.68,332
761,4,7270,Notebook 15",8916.53,416
719,0,7266,Pad Mouse XL,18843.89,17
771,6,7272,Router WiFi 6,27004.79,349
732,1,7267,Notebook 15",20652.65,64
781,7,7273,Microfono USB,12565.34,396
723,5,7271,Motherboard AM5,24313.98,419
742,2,7268,Mouse Gamer,12757.78,210
752,3,7269,Pad Mouse XL,23735.55,1
762,4,7270,Monitor 24",28527.35,398
720,0,7266,Motherboard AM5,13526.12,23
772,6,7272,Router WiFi 6,6252.22,190
733,1,7267,Mouse Gamer,2976.19,250
782,7,7273,Auriculares BT,1574.71,283
724,5,7271,Motherboard AM5,18555.19,258
743,2,7268,Mouse Gamer,2514.49,219
753,3,7269,GPU RTX 4060,21597.63,354
763,4,7270,Notebook 15",28257.94,456
791,0,7266,Memoria 16GB,18736.39,198
773,6,7272,Silla Gamer,12682.93,426
734,1,7267,Mouse Gamer,23208.92,225
783,7,7273,SSD NVMe 1TB,5850.29,10
725,5,7271,Router WiFi 6,13902.14,20
744,2,7268,Motherboard AM5,9030.73,448
754,3,7269,Router WiFi 6,27906.13,278
764,4,7270,Mouse Gamer,28148.68,314
792,0,7266,Auriculares BT,2608.62,241
774,6,7272,Pad Mouse XL,16870.05,106
735,1,7267,Silla Gamer,28924.44,82
784,7,7273,Auriculares BT,7995.38,488
726,5,7271,Monitor 24",8050.62,92
745,2,7268,Silla Gamer,9622.99,145
755,3,7269,Motherboard AM5,28852.91,242
765,4,7270,Fuente 650W 80+,13879.93,33
793,0,7266,Router WiFi 6,16840.44,484
775,6,7272,Pad Mouse XL,3057.33,419
736,1,7267,Silla Gamer,10353.56,480
785,7,7273,Microfono USB,30963.38,301
727,5,7271,GPU RTX 4060,9823.42,378
746,2,7268,Motherboard AM5,14462.77,187
756,3,7269,Auriculares BT,26059.99,253
766,4,7270,Router WiFi 6,15253.20,20
794,0,7266,Motherboard AM5,29123.64,260
776,6,7272,Router WiFi 6,19826.02,330
737,1,7267,Fuente 650W 80+,11037.32,12
786,7,7273,Silla Gamer,21491.09,151
728,5,7271,Memoria 16GB,4668.88,205
747,2,7268,Router WiFi 6,13945.39,490
757,3,7269,Pad Mouse XL,8461.54,471
767,4,7270,Memoria 16GB,6028.36,67
795,0,7266,Mouse Gamer,22811.58,341
777,6,7272,Silla Gamer,16549.32,76
738,1,7267,Microfono USB,28650.66,448
787,7,7273,GPU RTX 4060,16562.61,497
729,5,7271,GPU RTX 4060,7366.85,468
748,2,7268,GPU RTX 4060,24102.75,113
758,3,7269,GPU RTX 4060,14403.97,96
768,4,7270,Silla Gamer,13907.55,276
796,0,7266,SSD NVMe 1TB,18916.85,426
778,6,7272,Monitor 24",6775.45,186
739,1,7267,Silla Gamer,30980.69,18
788,7,7273,Memoria 16GB,10168.34,438
730,5,7271,Teclado Mecanico,23738.63,312
749,2,7268,Router WiFi 6,18136.77,364
759,3,7269,Auriculares BT,13049.25,331
769,4,7270,Silla Gamer,28484.76,280
797,0,7266,Motherboard AM5,18864.03,200
779,6,7272,Mouse Gamer,12331.24,230
740,1,7267,Webcam 1080p,15828.86,260
789,7,7273,Memoria 16GB,10944.55,158
801,5,7271,SSD NVMe 1TB,2401.94,223
750,2,7268,Auriculares BT,27849.35,51
760,3,7269,Microfono USB,20841.51,481
770,4,7270,Webcam 1080p,7892.20,331
798,0,7266,GPU RTX 4060,27196.91,30
780,6,7272,Motherboard AM5,2642.67,426
811,1,7267,Teclado Mecanico,24977.58,252
790,7,7273,Monitor 24",7153.42,58
802,5,7271,Monitor 24",21475.78,146
821,2,7268,Mouse Gamer,4894.65,238
831,3,7269,Mouse Gamer,23584.66,257
841,4,7270,Fuente 650W 80+,23203.31,244
799,0,7266,Teclado Mecanico,23817.15,232
851,6,7272,Monitor 24",30756.25,454
812,1,7267,Motherboard AM5,30566.50,202
861,7,7273,Memoria 16GB,16267.95,124
803,5,7271,Motherboard AM5,23438.50,469
822,2,7268,Memoria 16GB,8812.20,79
832,3,7269,Notebook 15",18067.97,408
842,4,7270,Mouse Gamer,4826.05,232
800,0,7266,Memoria 16GB,14109.96,364
852,6,7272,Monitor 24",27137.34,467
813,1,7267,Webcam 1080p,29769.15,85
862,7,7273,Silla Gamer,24684.45,99
804,5,7271,Teclado Mecanico,20651.37,337
823,2,7268,SSD NVMe 1TB,20321.82,132
833,3,7269,Memoria 16GB,20155.37,451
843,4,7270,Silla Gamer,28279.31,105
871,0,7266,Microfono USB,1794.71,40
853,6,7272,Motherboard AM5,6053.93,138
814,1,7267,Webcam 1080p,6954.23,272
863,7,7273,Mouse Gamer,16801.65,318
805,5,7271,Webcam 1080p,19248.91,240
824,2,7268,GPU RTX 4060,6450.50,192
834,3,7269,Microfono USB,28703.81,57
844,4,7270,Monitor 24",22784.10,457
872,0,7266,Notebook 15",13623.53,377
854,6,7272,Teclado Mecanico,18435.22,22
815,1,7267,Auriculares BT,23695.79,47
864,7,7273,Notebook 15",2843.75,112
806,5,7271,Fuente 650W 80+,29501.60,225
825,2,7268,Mouse Gamer,30001.34,333
835,3,7269,Microfono USB,18675.79,327
845,4,7270,Mouse Gamer,10342.68,100
873,0,7266,Monitor 24",19165.39,54
855,6,7272,SSD NVMe 1TB,22380.75,61
816,1,7267,Motherboard AM5,4557.81,183
865,7,7273,Motherboard AM5,15771.48,467
807,5,7271,Router WiFi 6,16671.57,395
826,2,7268,Notebook 15",26990.05,482
836,3,7269,Monitor 24",17074.00,176
846,4,7270,Monitor 24",4085.93,316
874,0,7266,Pad Mouse XL,20056.65,184
856,6,7272,Webcam 1080p,18284.33,342
817,1,7267,Motherboard AM5,29686.15,411
866,7,7273,Monitor 24",12680.49,142
808,5,7271,Motherboard AM5,7061.90,99
827,2,7268,Microfono USB,9378.04,149
837,3,7269,Router WiFi 6,17779.18,42
847,4,7270,Fuente 650W 80+,30620.99,475
875,0,7266,Monitor 24",4069.97,498
857,6,7272,Memoria 16GB,7953.29,475
818,1,7267,Notebook 15",20486.42,193
867,7,7273,SSD NVMe 1TB,17695.75,420
809,5,7271,SSD NVMe 1TB,28633.29,416
828,2,7268,Router WiFi 6,28402.59,207
838,3,7269,Webcam 1080p,4260.74,244
848,4,7270,Pad Mouse XL,14754.03,156
876,0,7266,Memoria 16GB,11338.71,176
858,6,7272,SSD NVMe 1TB,18165.77,170
819,1,7267,Motherboard AM5,24537.64,473
868,7,7273,Auriculares BT,2373.26,250
810,5,7271,Microfono USB,17988.08,12
829,2,7268,Pad Mouse XL,23267.56,338
839,3,7269,Silla Gamer,1914.37,119
849,4,7270,Notebook 15",17262.09,150
877,0,7266,Fuente 650W 80+,28871.62,429
859,6,7272,Memoria 16GB,27975.15,201
820,1,7267,Notebook 15",18198.37,12
869,7,7273,Webcam 1080p,18058.23,310
881,5,7271,Webcam 1080p,15126.77,37
830,2,7268,Silla Gamer,7463.98,107
840,3,7269,Router WiFi 6,26539.28,344
850,4,7270,SSD NVMe 1TB,29787.26,57
878,0,7266,GPU RTX 4060,4765.07,168
860,6,7272,Auriculares BT,5723.39,239
891,1,7267,Microfono USB,24393.59,500
870,7,7273,Webcam 1080p,4960.11,441
882,5,7271,Fuente 650W 80+,1710.02,137
901,2,7268,Webcam 1080p,4482.48,421
911,3,7269,Auriculares BT,19047.39,407
921,4,7270,Microfono USB,16581.23,30
879,0,7266,Memoria 16GB,30453.69,142
931,6,7272,Microfono USB,22471.99,299
892,1,7267,Fuente 650W 80+,4724.69,461
941,7,7273,Notebook 15",10885.12,266
883,5,7271,Router WiFi 6,1211.26,460
902,2,7268,Teclado Mecanico,16862.27,361
912,3,7269,Notebook 15",27328.11,167
922,4,7270,Silla Gamer,27922.89,249
880,0,7266,Auriculares BT,30427.05,248
932,6,7272,Webcam 1080p,17512.45,388
893,1,7267,GPU RTX 4060,15731.89,449
942,7,7273,Motherboard AM5,28141.71,405
884,5,7271,Notebook 15",20246.08,496
903,2,7268,Mouse Gamer,24342.07,365
913,3,7269,Auriculares BT,1647.14,169
923,4,7270,Motherboard AM5,28343.18,264
951,0,7266,SSD NVMe 1TB,3033.95,318
933,6,7272,Webcam 1080p,8631.99,185
894,1,7267,Auriculares BT,13967.83,346
943,7,7273,Pad Mouse XL,18209.22,119
885,5,7271,Router WiFi 6,19883.46,218
904,2,7268,Auriculares BT,26179.48,400
914,3,7269,Mouse Gamer,16914.37,145
924,4,7270,Mouse Gamer,30736.24,24
952,0,7266,Motherboard AM5,2515.38,412
934,6,7272,Monitor 24",30336.72,494
895,1,7267,Silla Gamer,15785.81,111
944,7,7273,Microfono USB,3978.85,202
886,5,7271,Webcam 1080p,24563.37,382
905,2,7268,Pad Mouse XL,19426.06,399
915,3,7269,Motherboard AM5,26954.60,198
925,4,7270,Router WiFi 6,12353.06,159
953,0,7266,GPU RTX 4060,23523.26,463
935,6,7272,Motherboard AM5,16576.69,472
896,1,7267,GPU RTX 4060,15930.70,163
945,7,7273,GPU RTX 4060,3947.32,96
887,5,7271,Notebook 15",19823.51,302
906,2,7268,Router WiFi 6,3621.88,471
916,3,7269,GPU RTX 4060,22831.30,458
926,4,7270,Notebook 15",28661.77,295
954,0,7266,Pad Mouse XL,19410.64,57
936,6,7272,Microfono USB,3011.19,466
897,1,7267,Fuente 650W 80+,22955.23,403
946,7,7273,Router WiFi 6,28450.22,24
888,5,7271,SSD NVMe 1TB,12557.45,365
907,2,7268,Notebook 15",8608.22,263
917,3,7269,Router WiFi 6,4135.36,223
927,4,7270,Mouse Gamer,14797.57,72
955,0,7266,Monitor 24",3424.11,42
937,6,7272,Auriculares BT,9895.82,445
898,1,7267,Motherboard AM5,20060.73,475
947,7,7273,GPU RTX 4060,23004.65,361
889,5,7271,Microfono USB,15752.71,222
908,2,7268,Microfono USB,20868.98,401
918,3,7269,Mouse Gamer,6963.59,435
928,4,7270,Monitor 24",8664.94,365
956,0,7266,Silla Gamer,25969.15,352
938,6,7272,Mouse Gamer,14281.90,244
899,1,7267,Pad Mouse XL,27523.59,328
948,7,7273,Webcam 1080p,14004.04,462
890,5,7271,Router WiFi 6,14486.74,474
909,2,7268,Monitor 24",13105.90,0
919,3,7269,Silla Gamer,14110.48,318
929,4,7270,Motherboard AM5,25542.77,130
957,0,7266,Webcam 1080p,6243.86,16
939,6,7272,Fuente 650W 80+,20254.36,315
900,1,7267,Teclado Mecanico,24299.77,297
949,7,7273,Monitor 24",4475.87,111
961,5,7271,Motherboard AM5,30843.43,339
910,2,7268,Memoria 16GB,20975.50,260
920,3,7269,Webcam 1080p,9258.21,342
930,4,7270,Monitor 24",27132.67,78
958,0,7266,Webcam 1080p,7753.86,395
940,6,7272,SSD NVMe 1TB,2308.20,274
971,1,7267,Webcam 1080p,26705.43,210
950,7,7273,Teclado Mecanico,8170.86,48
962,5,7271,SSD NVMe 1TB,30222.97,39
981,2,7268,Router WiFi 6,3435.70,371
991,3,7269,Motherboard AM5,12005.17,206
1001,4,7270,Mouse Gamer,16899.78,103
959,0,7266,Monitor 24",21356.40,179
1011,6,7272,Mouse Gamer,23825.89,257
972,1,7267,Mouse Gamer,7769.33,244
1021,7,7273,SSD NVMe 1TB,9708.57,159
963,5,7271,Memoria 16GB,18023.79,234
982,2,7268,Teclado Mecanico,6362.41,378
992,3,7269,Notebook 15",28019.94,395
1002,4,7270,Silla Gamer,9833.30,461
960,0,7266,Router WiFi 6,13124.79,280
1012,6,7272,Mouse Gamer,19527.92,289
973,1,7267,Webcam 1080p,25799.80,44
1022,7,7273,Microfono USB,5742.94,390
964,5,7271,Microfono USB,2612.40,342
983,2,7268,Auriculares BT,26748.60,240
993,3,7269,Fuente 650W 80+,10546.50,363
1003,4,7270,Mouse Gamer,23483.52,27
1031,0,7266,Motherboard AM5,10371.45,67
1013,6,7272,Microfono USB,2951.99,397
974,1,7267,GPU RTX 4060,27490.87,77
1023,7,7273,Monitor 24",8439.76,5
965,5,7271,Webcam 1080p,11123.78,127
984,2,7268,Memoria 16GB,4656.96,247
994,3,7269,Auriculares BT,3115.16,31
1004,4,7270,GPU RTX 4060,14557.10,43
1032,0,7266,Webcam 1080p,9030.85,351
1014,6,7272,Mouse Gamer,7632.87,422
975,1,7267,Motherboard AM5,23600.56,315
1024,7,7273,Monitor 24",21931.52,441
966,5,7271,Notebook 15",23224.35,324
985,2,7268,Teclado Mecanico,29087.65,98
995,3,7269,SSD NVMe 1TB,9970.78,172
1005,4,7270,Motherboard AM5,10545.38,295
1033,0,7266,Mouse Gamer,29450.53,336
1015,6,7272,Fuente 650W 80+,10393.51,339
976,1,7267,Webcam 1080p,19098.55,139
1025,7,7273,Fuente 650W 80+,20325.64,219
967,5,7271,Mouse Gamer,17962.75,311
986,2,7268,Router WiFi 6,12036.47,78
996,3,7269,Motherboard AM5,30805.94,253
1006,4,7270,Memoria 16GB,5392.86,288
1034,0,7266,Teclado Mecanico,21501.25,51
1016,6,7272,Webcam 1080p,6268.13,225
977,1,7267,Webcam 1080p,19091.85,310
1026,7,7273,Teclado Mecanico,26614.42,377
968,5,7271,Fuente 650W 80+,30866.30,8
987,2,7268,Motherboard AM5,25946.98,145
997,3,7269,Motherboard AM5,2551.01,19
1007,4,7270,Teclado Mecanico,1673.98,335
1035,0,7266,Memoria 16GB,3289.31,170
1017,6,7272,Router WiFi 6,11267.34,233
978,1,7267,Microfono USB,20545.94,276
1027,7,7273,Mouse Gamer,28077.57,416
969,5,7271,Webcam 1080p,14155.97,412
988,2,7268,Mouse Gamer,30692.52,444
998,3,7269,Auriculares BT,21382.43,260
1008,4,7270,Memoria 16GB,2362.88,300
1036,0,7266,Monitor 24",4841.65,430
1018,6,7272,Mouse Gamer,17985.33,483
979,1,7267,Pad Mouse XL,22788.61,76
1028,7,7273,Router WiFi 6,15913.32,88
970,5,7271,Auriculares BT,14546.66,312
989,2,7268,Fuente 650W 80+,15410.93,165
999,3,7269,Microfono USB,6646.84,152
1009,4,7270,Motherboard AM5,21539.23,455
1037,0,7266,Auriculares BT,30286.48,222
1019,6,7272,Fuente 650W 80+,4654.92,452
980,1,7267,Pad Mouse XL,30726.80,149
1029,7,7273,Pad Mouse XL,12945.62,276
1041,5,7271,Notebook 15",7628.15,462
990,2,7268,Auriculares BT,13158.06,135
1000,3,7269,GPU RTX 4060,7135.13,407
1010,4,7270,Monitor 24",5924.88,10
1038,0,7266,Teclado Mecanico,3085.78,64
1020,6,7272,Fuente 650W 80+,28920.34,3
1051,1,7267,Teclado Mecanico,26580.74,326
1030,7,7273,Microfono USB,7679.03,263
1042,5,7271,GPU RTX 4060,25830.78,213
1061,2,7268,Microfono USB,3523.93,433
1071,3,7269,Silla Gamer,9824.84,326
1081,4,7270,Microfono USB,15915.30,48
1039,0,7266,GPU RTX 4060,14832.44,103
1091,6,7272,Monitor 24",15761.21,256
1052,1,7267,Notebook 15",16990.75,230
1101,7,7273,Pad Mouse XL,1899.16,402
1043,5,7271,Monitor 24",5373.08,58
1062,2,7268,SSD NVMe 1TB,21918.08,125
1072,3,7269,Router WiFi 6,12241.52,376
1082,4,7270,GPU RTX 4060,8696.93,337
1040,0,7266,Pad Mouse XL,24583.92,32
1092,6,7272,Pad Mouse XL,21315.22,300
1053,1,7267,Monitor 24",9059.88,368
1102,7,7273,Router WiFi 6,21685.47,498
1044,5,7271,Silla Gamer,8405.77,387
1063,2,7268,Router WiFi 6,19762.34,322
1073,3,7269,Teclado Mecanico,8684.64,467
1083,4,7270,Silla Gamer,16209.60,196
1111,0,7266,Auriculares BT,7609.10,499
1093,6,7272,Silla Gamer,4810.69,121
1054,1,7267,Memoria 16GB,7997.91,412
1103,7,7273,Pad Mouse XL,19889.40,237
1045,5,7271,Router WiFi 6,13152.26,371
1064,2,7268,Silla Gamer,5465.54,45
1074,3,7269,Silla Gamer,5223.85,87
1084,4,7270,Notebook 15",16026.57,207
1112,0,7266,Teclado Mecanico,27697.57,200
1094,6,7272,Memoria 16GB,20284.22,165
1055,1,7267,Notebook 15",7772.64,334
1104,7,7273,Fuente 650W 80+,10291.38,383
1046,5,7271,Pad Mouse XL,24871.87,439
1065,2,7268,SSD NVMe 1TB,19349.66,3
1075,3,7269,Microfono USB,24468.65,81
1085,4,7270,Router WiFi 6,17646.24,257
1113,0,7266,Monitor 24",20289.43,164
1095,6,7272,SSD NVMe 1TB,22572.96,45
1056,1,7267,Teclado Mecanico,29840.39,500
1105,7,7273,Microfono USB,24883.21,49
1047,5,7271,Auriculares BT,12683.52,17
1066,2,7268,Teclado Mecanico,14826.69,128
1076,3,7269,Memoria 16GB,10882.69,94
1086,4,7270,Monitor 24",9395.09,455
1114,0,7266,Teclado Mecanico,17946.97,324
1096,6,7272,Mouse Gamer,24999.64,239
1057,1,7267,Mouse Gamer,22991.34,110
1106,7,7273,Memoria 16GB,18190.86,228
1048,5,7271,Teclado Mecanico,30820.68,296
1067,2,7268,Router WiFi 6,30951.54,98
1077,3,7269,Silla Gamer,20635.87,36
1087,4,7270,SSD NVMe 1TB,18973.35,124
1115,0,7266,Notebook 15",25893.63,428
1097,6,7272,Mouse Gamer,8338.28,288
1058,1,7267,Fuente 650W 80+,2069.65,470
1107,7,7273,Silla Gamer,13467.40,420
1049,5,7271,Teclado Mecanico,15752.52,254
1068,2,7268,Microfono USB,18643.63,218
1078,3,7269,Silla Gamer,4116.29,456
1088,4,7270,Router WiFi 6,28058.58,368
1116,0,7266,Silla Gamer,8576.14,316
1098,6,7272,Motherboard AM5,22765.93,426
1059,1,7267,Pad Mouse XL,2400.14,393
1108,7,7273,Monitor 24",25741.10,314
1050,5,7271,Teclado Mecanico,11568.82,323
1069,2,7268,Webcam 1080p,1911.39,94
1079,3,7269,Memoria 16GB,13992.03,77
1089,4,7270,Monitor 24",5041.26,39
1117,0,7266,Monitor 24",19596.60,395
1099,6,7272,Auriculares BT,16092.02,73
1060,1,7267,Pad Mouse XL,4626.86,65
1109,7,7273,Memoria 16GB,13426.17,268
1121,5,7271,Teclado Mecanico,10285.93,140
1070,2,7268,Monitor 24",27826.63,266
1080,3,7269,GPU RTX 4060,27181.69,275
1090,4,7270,Notebook 15",26315.81,130
1118,0,7266,SSD NVMe 1TB,13956.89,490
1100,6,7272,Router WiFi 6,3238.22,453
1131,1,7267,Notebook 15",4189.75,90
1110,7,7273,Mouse Gamer,22350.31,130
1122,5,7271,Motherboard AM5,12661.62,350
1141,2,7268,Memoria 16GB,14064.67,74
1151,3,7269,GPU RTX 4060,1183.45,402
1161,4,7270,Webcam 1080p,28545.51,385
1119,0,7266,SSD NVMe 1TB,15894.59,144
1171,6,7272,Microfono USB,7747.32,203
1132,1,7267,Silla Gamer,12926.19,83
1181,7,7273,Mouse Gamer,28555.79,423
1123,5,7271,Mouse Gamer,7960.73,495
1142,2,7268,Notebook 15",23554.71,161
1152,3,7269,GPU RTX 4060,20190.11,245
1162,4,7270,Monitor 24",20338.42,364
1120,0,7266,Memoria 16GB,15615.95,323
1172,6,7272,Fuente 650W 80+,14146.19,42
1133,1,7267,Monitor 24",1763.44,115
1182,7,7273,Pad Mouse XL,25673.42,168
1124,5,7271,Microfono USB,27166.94,135
1143,2,7268,Monitor 24",29540.37,92
1153,3,7269,Mouse Gamer,21685.56,312
1163,4,7270,Auriculares BT,4765.00,389
1191,0,7266,Router WiFi 6,9962.94,79
1173,6,7272,Motherboard AM5,24615.85,405
1134,1,7267,SSD NVMe 1TB,24169.02,433
1183,7,7273,Router WiFi 6,9126.34,421
1125,5,7271,Webcam 1080p,5575.02,210
1144,2,7268,Memoria 16GB,6503.04,245
1154,3,7269,Router WiFi 6,26897.54,118
1164,4,7270,Mouse Gamer,15565.71,275
1192,0,7266,Mouse Gamer,21629.81,336
1174,6,7272,Fuente 650W 80+,15512.72,7
1135,1,7267,Memoria 16GB,24732.18,229
1184,7,7273,Auriculares BT,25729.61,479
1126,5,7271,Microfono USB,14973.16,301
1145,2,7268,Router WiFi 6,6844.49,442
1155,3,7269,Fuente 650W 80+,27290.50,323
1165,4,7270,Notebook 15",9432.22,356
1193,0,7266,Notebook 15",20741.82,147
1175,6,7272,Auriculares BT,4313.46,98
1136,1,7267,Memoria 16GB,10388.92,391
1185,7,7273,Microfono USB,29168.39,201
1127,5,7271,Memoria 16GB,7835.68,350
1146,2,7268,SSD NVMe 1TB,22838.68,237
1156,3,7269,Pad Mouse XL,30454.92,87
1166,4,7270,Router WiFi 6,9590.18,394
1194,0,7266,Mouse Gamer,30651.83,9
1176,6,7272,Webcam 1080p,18064.92,437
1137,1,7267,Notebook 15",10457.68,335
1186,7,7273,Webcam 1080p,12151.71,106
1128,5,7271,GPU RTX 4060,16059.41,307
1147,2,7268,Fuente 650W 80+,16197.05,343
1157,3,7269,Microfono USB,8755.84,105
1167,4,7270,Teclado Mecanico,5927.42,209
1195,0,7266,Teclado Mecanico,16756.24,250
1177,6,7272,Microfono USB,18366.70,187
1138,1,7267,Auriculares BT,25919.51,249
1187,7,7273,Monitor 24",13551.77,253
1129,5,7271,Pad Mouse XL,11180.17,448
1148,2,7268,Monitor 24",30958.32,144
1158,3,7269,Silla Gamer,29806.26,158
1168,4,7270,Memoria 16GB,10362.87,333
1196,0,7266,Monitor 24",4094.12,449
1178,6,7272,SSD NVMe 1TB,11531.45,175
1139,1,7267,Memoria 16GB,12393.10,306
1188,7,7273,Monitor 24",1235.72,203
1130,5,7271,GPU RTX 4060,25832.17,240
1149,2,7268,GPU RTX 4060,25535.51,367
1159,3,7269,Silla Gamer,7551.49,7
1169,4,7270,Monitor 24",9106.47,74
1197,0,7266,Silla Gamer,16963.22,462
1179,6,7272,Auriculares BT,12176.44,336
1140,1,7267,SSD NVMe 1TB,13892.43,415
1189,7,7273,Silla Gamer,27926.06,490
1201,5,7271,Microfono USB,10298.70,374
1150,2,7268,Pad Mouse XL,28489.08,111
1160,3,7269,Teclado Mecanico,3247.84,301
1170,4,7270,SSD NVMe 1TB,1558.60,158
1198,0,7266,Fuente 650W 80+,16483.41,147
1180,6,7272,Router WiFi 6,1506.79,411
1211,1,7267,Silla Gamer,2492.80,79
1190,7,7273,GPU RTX 4060,19219.12,46
1202,5,7271,Fuente 650W 80+,26535.60,167
1221,2,7268,Microfono USB,1096.87,15
1231,3,7269,Router WiFi 6,6178.06,425
1241,4,7270,Motherboard AM5,25365.56,254
1199,0,7266,Microfono USB,11092.19,273
1251,6,7272,Notebook 15",17599.78,405
1212,1,7267,Fuente 650W 80+,5946.09,418
1261,7,7273,Monitor 24",9502.03,373
1203,5,7271,Motherboard AM5,10730.46,494
1222,2,7268,Silla Gamer,8708.34,401
